Started phase 0, duration: 60s @ 10:39:14(-0800) 2019-03-08
house 7608672 '7303 Allan Mountains' sold for 4057771
house 7626361 '57241 Vilma Circle' sold for 569015
house 9690861 '255 Senger Court' sold for 12135754
house 9709672 '352 Toy Points' sold for 1105080
house 8296361 '95026 Lang Radial' sold for 24517574
house 9744832 '416 Brakus Mews' sold for 2997201
house 7693953 '5933 Connelly Spring' sold for 14928667
house 7759836 '6658 Satterfield Valley' sold for 16939338
house 8256494 '76654 Jaskolski Isle' sold for 23887518
house 9141563 '9815 Earnestine Estate' sold for 15951285
house 9513337 '412 Little Junction' sold for 11676026
house 8272616 '429 Maynard Plaza' sold for 25025486
house 7428890 '3994 Luettgen Burgs' sold for 18172563
house 7691333 '927 Arvel Viaduct' sold for 13679413
house 8236205 '997 Yost Meadows' sold for 560647
house 9426577 '2881 Leland Junctions' sold for 4041625
house 9276445 '275 Breitenberg Valleys' sold for 18086781
house 7470773 '2334 Edison Flats' sold for 5354548
house 9144228 '93211 Frami Squares' sold for 19010204
house 9051804 '6538 Gleason Stravenue' sold for 11805478
house 9844803 '3517 Jeremie Island' sold for 28868651
house 8986037 '6725 Stokes Radial' sold for 18391429
house 8269541 '013 Annette Spring' sold for 20819930
house 7732720 '16829 Kessler Gardens' sold for 1227585
house 8613578 '5583 Kessler Field' sold for 8134521
house 7964747 '2323 Crona Meadows' sold for 24756449
house 9990098 '8850 Maci Knolls' sold for 18502242
house 7504446 '548 Hanna Inlet' sold for 12111676
house 8376074 '52408 Heloise Crossing' sold for 4576923
house 8252137 '9757 Runolfsson Camp' sold for 27643592
house 7469174 '01243 Schuster Roads' sold for 5631287
house 8487496 '12800 Emery Ports' sold for 6439640
house 9629219 '8577 Ward Knoll' sold for 8603876
house 9053964 '18748 Tyree Summit' sold for 20172410
house 8842885 '404 Mills Walks' sold for 13235361
house 9589914 '492 Constantin Haven' sold for 23653957
house 7871648 '3016 Hettinger Ford' sold for 25057081
house 9567067 '079 Shania Well' sold for 11655792
house 8367199 '86986 Jacinto Oval' sold for 7165444
house 7799442 '24570 Graham Roads' sold for 19410484
house 8701982 '2331 Glover Neck' sold for 3436882
house 7939050 '650 Jerald Club' sold for 14725080
house 8468084 '1833 Stanton Stravenue' sold for 6221646
house 9235537 '2877 Marisa Glens' sold for 25961428
house 8055174 '135 Hoeger Stravenue' sold for 4706668
house 8318833 '70667 King Turnpike' sold for 15466744
house 9160646 '125 Eloy Mission' sold for 8921207
house 9678756 '2583 Botsford Islands' sold for 22373138
house 9914109 '71232 Halle Meadow' sold for 19072085
house 9701515 '9436 Angelo Hills' sold for 21028671
house 8160018 '9645 Sandrine Roads' sold for 4312437
house 8079099 '709 Schultz Island' sold for 16901110
house 8935281 '609 Cruickshank Mountain' sold for 3724129
house 9068201 '36371 Marvin Glens' sold for 8251579
house 7997119 '948 Tillman Canyon' sold for 28960354
house 9988343 '554 Kariane Mills' sold for 20705644
house 8971930 '2023 Xander Canyon' sold for 28012876
house 9974214 '3179 Demetrius Meadow' sold for 7089949
house 9134324 '16873 Emelie Drive' sold for 28865498
house 9675104 '27394 Effertz Summit' sold for 17457066
house 9861215 '70766 Cummings Route' sold for 7073227
house 9700457 '45572 Lazaro Ridges' sold for 25946000
house 9517869 '44891 Rogahn Burgs' sold for 17269916
house 9487097 '38176 Kayla Plain' sold for 12039006
house 7483723 '794 Denesik Island' sold for 3439324
house 9032930 '370 Randall Inlet' sold for 21740542
house 9648759 '64741 Sonia Shoals' sold for 8488991
house 9597917 '4329 Gutkowski Freeway' sold for 15753412
house 8686611 '237 Carmel Hollow' sold for 16673474
house 9982463 '1165 Karelle Circle' sold for 8104427
house 8806309 '42516 Kendrick Mountain' sold for 12273321
house 9009203 '835 Laron Centers' sold for 3959482
house 7740381 '0701 Chadrick Cliff' sold for 18097313
house 7680134 '641 Lang Isle' sold for 21743942
house 7640286 '3981 Sporer Junction' sold for 27241437
house 8355011 '4788 Wyman Court' sold for 9913657
house 8724275 '53721 Sammie Drive' sold for 10305742
house 9683212 '8058 Schimmel Extension' sold for 27126220
house 9476993 '59340 Eladio Harbors' sold for 5621397
house 7806271 '4541 Gerson Rapid' sold for 3478638
house 8535507 '92208 Eldred Lights' sold for 24241468
house 9340376 '8623 O'Reilly Rest' sold for 19088430
house 8374856 '56952 Brakus Ranch' sold for 11402577
house 9792167 '517 Howell Meadow' sold for 6988910
house 8589430 '7051 Riley Pike' sold for 12807908
house 9275681 '2309 Cremin Springs' sold for 1540313
house 9300554 '5405 Dickinson Bypass' sold for 10651279
house 9291535 '1546 Conn Harbors' sold for 25528021
house 7637467 '29500 Keeling Walks' sold for 10523872
house 8202797 '9397 Katlyn Centers' sold for 9224996
house 7668774 '92960 Sean Cliffs' sold for 10933818
house 7988321 '9092 Susan Road' sold for 8931202
house 9719186 '43298 Blanda Turnpike' sold for 6402345
house 8440352 '04736 Weimann Vista' sold for 1636704
house 9830083 '204 Roberts Mission' sold for 14254062
house 7922886 '955 Nienow Park' sold for 8514544
house 8502679 '6381 Carroll Street' sold for 5688074
house 8529108 '0345 Carlotta Mission' sold for 14477797
house 8688392 '6264 Smitham Keys' sold for 13575152
house 9058949 '1312 Barrows Field' sold for 26447951
house 9956605 '1646 Cremin Vista' sold for 28315326
house 8825526 '835 Homenick Courts' sold for 1695780
house 8826046 '638 Juliet Mall' sold for 16473685
house 9111472 '554 Florian Springs' sold for 5888989
house 8305035 '11857 Lamont Row' sold for 11926939
house 7454234 '8396 Champlin Loop' sold for 25009193
house 8570663 '78422 Wolff Lake' sold for 12552060
house 7797198 '8277 Funk Court' sold for 9268113
house 7538430 '619 Rosina Manor' sold for 29123295
house 8959462 '75907 Rau Shoal' sold for 10027055
house 9910400 '63998 Schaefer Neck' sold for 17355012
house 8269170 '381 Heaven Locks' sold for 28547589
house 8983766 '44391 Angeline Junction' sold for 8840568
house 9412690 '23490 Ian Mission' sold for 4794496
house 9842240 '38899 Deborah Ferry' sold for 25868113
house 7492859 '94108 Oma Key' sold for 4549450
house 9665012 '260 Kari Plains' sold for 1413178
house 7761987 '243 Elwin Crossing' sold for 29975441
house 9728949 '760 Florencio Isle' sold for 4833702
house 9065927 '1752 Claudine Meadow' sold for 16992769
house 9802822 '944 Mireille Turnpike' sold for 20696272
house 9619164 '265 Spinka Hills' sold for 14121089
house 8789964 '37918 Lockman Crescent' sold for 1418952
house 7475805 '55145 Fadel Crossroad' sold for 6300180
house 8225934 '2655 Gislason Mount' sold for 16229868
house 8507446 '4969 Reichert Vista' sold for 16948546
house 8275517 '218 Von Manor' sold for 14265710
house 8121121 '3417 Renner Plains' sold for 9872772
house 9250274 '034 Lind Roads' sold for 19990730
house 7731101 '18556 Yundt Vista' sold for 6019202
house 8625217 '6217 Waino Cove' sold for 18218886
house 9052908 '18723 Barrows Shoals' sold for 11179830
house 8507126 '685 Pouros Loaf' sold for 7178859
house 8454452 '297 Hilpert Ports' sold for 21008340
house 8500232 '4147 Darlene Fork' sold for 25437194
house 7500081 '0602 Moen Stravenue' sold for 26413174
house 7530007 '06026 Streich Ports' sold for 5175455
house 9144635 '606 Considine Road' sold for 4589370
house 9201695 '834 Humberto Way' sold for 8822472
house 7488598 '39121 Alessandra Summit' sold for 20291940
house 9424206 '158 Kennith Road' sold for 23973272
house 8314049 '80188 Deondre Drive' sold for 19882465
house 9953615 '8979 Victoria Plain' sold for 26619981
house 8401643 '22426 Darron Trafficway' sold for 8717503
house 8936963 '037 Hayes Road' sold for 17769418
house 9012174 '874 Retta Route' sold for 4232885
house 7595967 '735 Tommie Divide' sold for 26934725
house 8124698 '6018 Lueilwitz Gateway' sold for 7600701
house 9743092 '0619 Connelly Glen' sold for 21310339
house 8997589 '646 Tad Ramp' sold for 11273565
house 8266298 '586 Abshire Coves' sold for 23928080
house 7647300 '65608 Myles Stream' sold for 5057524
house 7799979 '7931 Ferry Flat' sold for 23722273
house 7738673 '84123 Gulgowski Hill' sold for 21901358
house 8542881 '42607 Runolfsdottir River' sold for 26763269
house 9643812 '98678 Madeline Via' sold for 9976710
house 9968741 '1229 Braun Inlet' sold for 26526085
house 9999220 '13727 Tremblay Pike' sold for 967314
house 9164397 '3063 Margaretta Camp' sold for 4100611
house 9683311 '016 Eichmann Pass' sold for 23380087
house 8194133 '47485 Wilma Passage' sold for 9513372
house 9768754 '6676 Savion Extension' sold for 17314192
house 8005215 '74557 Rosanna Curve' sold for 14508225
house 8037037 '569 Lura Point' sold for 26343717
house 9560120 '10653 Macy Land' sold for 11338640
house 9425724 '76197 Stephanie Row' sold for 13310470
house 8360332 '61370 Jon Hollow' sold for 1384948
house 8349072 '785 Mafalda Fall' sold for 27970207
house 9002195 '9258 Eichmann Radial' sold for 12415718
house 7703994 '2094 Alison Shores' sold for 26895548
house 8964483 '01825 Gudrun Way' sold for 15061902
house 9321537 '490 Dibbert Trace' sold for 17290981
house 9902024 '0972 Ward Manors' sold for 23286078
house 9422811 '92224 Zieme Fort' sold for 27725764
house 8264000 '337 Gutmann Union' sold for 11593487
house 8900424 '6562 Rasheed Dale' sold for 25504464
house 7778007 '26568 Stehr Junctions' sold for 11205546
house 8140076 '7915 Nils Valleys' sold for 7116736
house 9812521 '3983 Rosamond Garden' sold for 15963723
house 9285580 '88800 Aufderhar Cape' sold for 23732572
house 8695169 '85737 Ernser River' sold for 7369725
house 8660136 '759 Rohan Prairie' sold for 27557188
house 9863754 '9912 Marvin Street' sold for 11782699
house 7423055 '401 Amara Station' sold for 16420292
house 9032688 '126 Moriah Knolls' sold for 3202707
house 7602876 '82551 Rohan Union' sold for 17110479
house 8979592 '66116 Terry Road' sold for 18808403
house 8796089 '16809 Leonel Plaza' sold for 27979338
house 8880855 '7662 Price Glens' sold for 22433817
house 8857841 '6897 Gerry Harbors' sold for 13707711
house 9248809 '3243 Leda Spurs' sold for 9159497
house 8314139 '3826 Wava Stravenue' sold for 16553412
house 8147883 '10896 Eldon Glen' sold for 15780398
house 7890884 '569 Oberbrunner Tunnel' sold for 18995067
house 8815556 '167 Mateo Fall' sold for 8868148
house 9677426 '5183 Parker Summit' sold for 6776315
house 7997629 '02634 Terry Gardens' sold for 21014879
house 9175627 '091 Klocko Port' sold for 27618922
house 7779486 '24200 Letitia Dale' sold for 16431168
house 9905247 '75329 Larkin Bridge' sold for 2990914
house 8044229 '96325 Hoppe Vista' sold for 9136582
house 8238531 '048 Amara Courts' sold for 27743531
house 8980177 '19670 Paucek Corner' sold for 25225509
house 7782101 '376 Easton Shores' sold for 5562625
house 9182194 '54019 Huel Pass' sold for 7243441
house 9988504 '92809 Armani Plaza' sold for 23930642
house 9210320 '480 Harber Ports' sold for 22404777
house 8043257 '3561 Bogisich Trafficway' sold for 29510328
house 8100006 '8066 Alejandra Union' sold for 29731187
house 8425452 '83340 Schmeler Estates' sold for 19029732
house 8640477 '0302 Schuster Row' sold for 26956278
house 9163542 '1188 Kessler Row' sold for 9936892
house 7696088 '16982 Kirlin Brooks' sold for 20586796
house 8522095 '462 Abdul Lights' sold for 29431781
house 8932760 '155 Archibald Fords' sold for 991069
house 8008047 '0497 Bergnaum Bridge' sold for 21746719
house 8427635 '6133 Schuster Knoll' sold for 19585487
house 9019420 '37951 Rath Extension' sold for 10414292
house 7945560 '55196 Little Fort' sold for 14931047
house 9167534 '8831 Jaunita Cove' sold for 12281162
house 8258324 '91483 Jakubowski Circle' sold for 26685542
house 9239940 '5428 Lubowitz Summit' sold for 22795190
house 8392668 '918 Becker Hollow' sold for 6638844
house 7721326 '96089 Cyrus Knolls' sold for 11549107
house 9404838 '194 Hickle Branch' sold for 21120992
house 8181528 '0412 Reynolds Plain' sold for 4680824
house 7801127 '044 Turcotte Ranch' sold for 27506799
house 8926993 '0646 Nora Mountain' sold for 28803462
house 9129852 '11834 Michele Station' sold for 27229684
house 8193121 '30283 Kihn Park' sold for 19300085
house 7945473 '7090 Spencer Freeway' sold for 1118824
house 7619207 '748 Stracke Valleys' sold for 14897076
house 8034965 '56827 Jazmyne Freeway' sold for 24412555
house 9385817 '1316 Sporer Green' sold for 24435398
house 7910836 '2596 Nienow Lights' sold for 9366199
house 7550612 '210 Homenick Forge' sold for 10801978
house 9519123 '3313 Monserrate Ports' sold for 25608411
house 8331320 '4131 O'Reilly Ports' sold for 5337286
house 7495951 '9338 Mayer Ports' sold for 16429983
house 9236478 '13230 Borer Vista' sold for 14415940
house 7807175 '3406 Vada Parkway' sold for 27807909
house 9764697 '678 Vernie Mills' sold for 23912959
house 7744099 '058 Fisher Summit' sold for 14823328
house 8880980 '678 Legros Summit' sold for 29966510
house 9203642 '77465 Schultz Green' sold for 14972351
house 8823753 '65896 Edgar Shores' sold for 1765329
house 9661710 '46818 Margarete Vista' sold for 16096176
house 9767393 '13895 Yundt Island' sold for 15636851
house 8180765 '94367 Roberts Glens' sold for 16152252
house 7444671 '93773 Bahringer Skyway' sold for 18535449
house 8946389 '64022 Moen Circles' sold for 16963658
house 7766700 '58697 Jaqueline Burgs' sold for 7370764
house 8169810 '3513 Dock Rest' sold for 22325473
house 7838787 '6107 Virgie Parkways' sold for 19474151
house 9989805 '54899 Batz Ridge' sold for 1670957
house 8977979 '85714 Noble Burgs' sold for 22360594
house 9814457 '1423 Skiles Hill' sold for 29882724
house 8322370 '06758 Reynolds Stravenue' sold for 21037807
house 8488253 '26408 Camryn Drive' sold for 13809659
house 7516940 '6228 Jordan Field' sold for 12425456
house 9942429 '266 Kunze Stravenue' sold for 18261792
house 7525068 '7958 Padberg Mews' sold for 9527517
house 8317069 '941 Ross Flats' sold for 16006930
house 7690372 '092 Shanny View' sold for 17568421
house 8026903 '7139 King Vista' sold for 27821432
house 9597658 '99037 Labadie Parkways' sold for 22922070
house 7622457 '76610 Maxine Inlet' sold for 13331856
house 8429358 '155 Beier Circles' sold for 851886
house 9059266 '88311 Rempel Meadow' sold for 12046377
house 8305297 '7078 Rolando Lock' sold for 17815913
house 7464012 '4298 Eliseo Valley' sold for 6815340
house 9467340 '57014 Cole Extensions' sold for 1167656
house 9577327 '123 McLaughlin Groves' sold for 6161004
house 7968689 '675 Clay Village' sold for 3012372
house 8074190 '8680 Sporer Turnpike' sold for 5341902
house 8353860 '38535 Mallie Radial' sold for 17341120
house 7637728 '026 Talia Points' sold for 26049275
house 8674519 '4019 Farrell Fork' sold for 1772573
house 9830468 '37420 Stroman Hills' sold for 14677957
house 9553055 '631 Ernie Parkways' sold for 15854664
house 9751597 '4907 Shayna Fort' sold for 24374325
house 8838737 '67849 Olson Courts' sold for 12195184
house 9440116 '98024 Mraz Springs' sold for 17039701
house 7547101 '46912 Ondricka Cliff' sold for 8148420
house 8250039 '07748 Armstrong Course' sold for 14741170
house 9267581 '80712 Tania Mountains' sold for 12258443
house 7488961 '8698 Yesenia Courts' sold for 5819391
house 8688207 '75228 Cole Lodge' sold for 8013727
house 9133082 '60528 Runolfsdottir Unions' sold for 22774707
house 7511544 '382 Pfannerstill Burg' sold for 25147656
house 9047065 '4965 Aufderhar Garden' sold for 22439254
house 8850211 '42272 Altenwerth Throughway' sold for 22049981
house 9127905 '3957 Dooley Station' sold for 3799445
house 7623296 '8874 Haylee Crescent' sold for 17205681
house 8949416 '98994 Huel Pike' sold for 27444920
house 7676822 '16518 Viviane Ports' sold for 15616756
house 8471777 '2207 Harold Neck' sold for 26584136
house 7851450 '3864 Braeden Points' sold for 29133843
house 9682812 '428 Niko Square' sold for 25368251
house 8865100 '58265 Jaeden Locks' sold for 11197099
house 7971589 '2961 DuBuque Ways' sold for 3787783
house 8059512 '904 Gina Shore' sold for 5908806
house 9926651 '96337 Olga Courts' sold for 17481712
house 9301694 '2254 Kenyon Loaf' sold for 12085939
house 9575309 '55084 Barry Manors' sold for 3062817
house 9797289 '0107 Alene Square' sold for 12480615
house 8095703 '6742 Amari Square' sold for 26976845
house 9343849 '3295 Derrick Junction' sold for 22654438
house 9458860 '949 Klein Loaf' sold for 11016076
house 7977743 '3686 Heidi Junctions' sold for 23939066
house 9270603 '36363 Lebsack Key' sold for 14450340
house 9413863 '192 Rempel Road' sold for 4769435
house 9135659 '716 Sauer Spurs' sold for 1185973
house 9314495 '103 Vincenzo Courts' sold for 17937662
house 8078860 '42225 Alberta Field' sold for 10115166
